Concept;Ancestral Branch ID;Ancestral Branch Name;Reconstructed Proto-Form;Confidence Score;Primary Proto-Node Attestations
rain;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*sers- / h₁wóh₁r-;0.98;"Праиндоевропейский / Proto-Indo-European: *sers- / *h₁wóh₁r-; Proto-Lezgian: *ʔoqːʷa-l; Proto-Nakh: *daɣu; Proto-Yeniseian: *xur"
rain;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*uʔlan;0.98;"Proto-Cahuapanan: *uʔlan; Proto-Jabuti: *ny"
red;branch_african;Proto-Sapiens Africanus (Праафриканский);*oaˤ;0.98;"Proto-Kalahari Khoe: *oaˤ; Proto-Khoekhoe: *ǀxʼaba; Proto North Khoisan: * ~ *ae; Proto-!Wi: *ǂ1e ~ *ǂ1i"
red;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*h₁rewtʰ-;0.98;"Праиндоевропейский / Proto-Indo-European: *h₁rewdʰ-; Proto-Lezgian: *ʔirɨ- ~ *ʔˤirɨ-; Proto-Nakh: *cʼeːg-en; Proto-Yeniseian: *sur-"
red;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*nũɾɐɔ;0.98;Proto-Jabuti: *nũɾɐɔ
road;branch_african;Proto-Sapiens Africanus (Праафриканский);*dao;0.98;"Proto-Kalahari Khoe: *dao; Proto-Khoekhoe: *dao-; Proto North Khoisan: *ǂʰà; Proto-!Wi: *!an"
road;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*weǵʰ-;0.98;"Праиндоевропейский / Proto-Indo-European: *weǵʰ-; Proto-Lezgian: *räqʼːˤ; Proto-Nakh: *niːqʼ; Proto-Yeniseian: *qoʔt; *qɨq"
road;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*wɪ;0.98;Proto-Jabuti: *wɪ
root;branch_african;Proto-Sapiens Africanus (Праафриканский);*toˤbe;0.98;"Proto-Kalahari Khoe: *toˤbe #; Proto-Khoekhoe: *oma-; Proto North Khoisan: *ani #"
root;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ciːǯ;0.98;"Proto-Yeniseian: *ciːǯ; Ancient Attic Greek (Plato) [grc]: r̥ízd-aː {ῥίζα}; Ancient Ionic Greek (Herodotus) [grc]: r̥ízd-aː {ῥίζα}"
root;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*ɪ-tɨʔ;0.98;"Proto-Cahuapanan: *ɪ-tɨʔ; Proto-Jabuti: *ᶚaɾi"
round;branch_african;Proto-Sapiens Africanus (Праафриканский);*gɐrti;0.88;Nayi [noz]: gɐrdi
round;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*girgʷV;0.98;"Proto-Lezgian: *girgʷV; Proto-Nakh: *goːg-ra-n ~ *goːg-ri-n; Ancient Attic Greek (Plato) [grc]: strong-ǘl-o-s {στρογγύλος}; Ancient Ionic Greek (Herodotus) [grc]: strong-ǘl-o- {στρογγύλος}"
round;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*ka;0.98;Proto-Jabuti: *ka
salt;branch_african;Proto-Sapiens Africanus (Праафриканский);*doˤbe;0.98;"Proto-Kalahari Khoe: *doˤbe; Proto-Khoekhoe: *ǂxʼo-; Proto North Khoisan: *gúí"
salt;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*qʼäl;0.98;"Proto-Lezgian: *qʼäl; Proto-Nakh: *tuxe; Proto-Yeniseian: *čəʔ; Proto-Taa: *qaʔna"
salt;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*yamuɾa;0.92;"Proto-Cahuapanan: *yamuɾa; Proto-Jabuti: *kukə-nĩ"
sand;branch_african;Proto-Sapiens Africanus (Праафриканский);*xom;0.98;"Proto-Kalahari Khoe: *xom; Proto-Khoekhoe: *ǁxae- #; Proto North Khoisan: *kxà; Proto-!Wi: *!ʼãũ ~ *!qʼãũ"
sand;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*šːäm;0.98;"Proto-Lezgian: *šːäm; Proto-Yeniseian: *pən-əŋ; Proto-Taa: *ǂxʼum; Ancient Attic Greek (Plato) [grc]: ámm-o-s {ἄμμος}"
sand;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*yi-luʔ-tɨʔ;0.98;Proto-Cahuapanan: *yi-luʔ-tɨʔ
say;branch_african;Proto-Sapiens Africanus (Праафриканский);*mĩ;0.98;"Proto-Kalahari Khoe: *mĩ; Proto-Khoekhoe: *mĩ; Proto North Khoisan: *kò; Proto-!Wi: *ka ~ *ku"
say;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ʔiʔʷˤɨ-;0.98;"Proto-Lezgian: *ʔiʔʷˤɨ-; Proto-Nakh: *ʔaːɬ- / *leː-; Proto-Yeniseian: *saga- #; Ancient Attic Greek (Plato) [grc]: pʰeː-mí {φημί}; êyp-a {εἶπα}"
say;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*t-;0.98;"Proto-Cahuapanan: *t-; Proto-Jabuti: *panbɔ ~ *pamũ"
see;branch_african;Proto-Sapiens Africanus (Праафриканский);*mũ;0.98;"Proto-Kalahari Khoe: *mũ; Proto-Khoekhoe: *mũ; Proto North Khoisan: *sé ~ *hé; Proto-!Wi: *a ~ *i"
see;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*sekʷ- / weyt-;0.98;"Праиндоевропейский / Proto-Indo-European: *sekʷ- / *weyd-; Proto-Lezgian: *ʔakːʷä-; Proto-Nakh: *=ag- / *gu=; Proto-Yeniseian: *t=...=ɔŋ"
see;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*lɪʔ- / lɪk-;0.98;"Proto-Cahuapanan: *lɪʔ- / *lɪk-; Proto-Jabuti: *ʔɔyɾɐ"
seed;branch_african;Proto-Sapiens Africanus (Праафриканский);*ǀxuri;0.98;"Proto-Kalahari Khoe: *ǀxuri; Proto-Khoekhoe: *!xum-; Proto North Khoisan: *!ó; Proto-!Wi: *a ~ *i"
seed;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ɬːʷin;0.98;"Proto-Lezgian: *ɬːʷin; Proto-Nakh: *fuw; Proto-Yeniseian: *t=...=ɔŋ; Proto-Taa: *a-"
seed;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*laya;0.98;"Proto-Cahuapanan: *laya; Proto-Jabuti: *c̢ɐ"
short;branch_african;Proto-Sapiens Africanus (Праафриканский);*ǁom;0.98;"Proto-Kalahari Khoe: *ǁom; Proto-Khoekhoe: *ubu; Proto North Khoisan: *!ò ~ *!ò-mà; Proto-!Wi: *ǂqoe(-ŋ)"
short;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*kːʷVˤtʼV;0.98;"Proto-Lezgian: *kːʷVˤtʼV; Proto-Nakh: *=aːc-un; Proto-Taa: *ǂʼaba; Ancient Attic Greek (Plato) [grc]: brakʰ-ǘ- {βραχύς}"
short;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*pa-tə;0.92;Proto-Jabuti: *pa-tə
sister;branch_african;Proto-Sapiens Africanus (Праафриканский);*ʔaḫ-t-;0.98;"Праафразийский праязык / Proto-Afroasiatic: *ʔaḫ-t-; Прасемитский / Proto-Semitic: *ʔaḫāt-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: snt; Proto-Kalahari Khoe: *ti"
sister;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*swVr-;0.98;"Борейский праязык / Proto-Borean: *swVr-; Ностратический праязык / Proto-Nostratic: *säyV; Сино-кавказский праязык / Proto-Sino-Caucasian: *s-m-r; Прасино-тибетский / Proto-Sino-Tibetan: *s-meːlʔ"
sister;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*kʷa;0.93;"Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔi- #"
sit;branch_african;Proto-Sapiens Africanus (Праафриканский);*ũ;0.98;"Proto-Kalahari Khoe: *ũ; Proto-Khoekhoe: *u ~ *ũ; Proto North Khoisan: *ʔá; Proto-!Wi: *soʔ-"
sit;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*set-;0.98;"Праиндоевропейский / Proto-Indo-European: *sed-; Proto-Lezgian: *ʔiqʼʷä-; Proto-Nakh: *=aːɣ-; Proto-Yeniseian: *xu-"
sit;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*kʷa;0.98;"Proto-Cahuapanan: *kʷa; Proto-Jabuti: *nṼ"
skin;branch_african;Proto-Sapiens Africanus (Праафриканский);*kʰo;0.98;"Proto-Kalahari Khoe: *kʰo; Proto-Khoekhoe: *kʰo-; Proto North Khoisan: *ō; Proto-!Wi: *tuŋ"
skin;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*cʼoːka;0.98;"Proto-Nakh: *cʼoːka; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *tùˤm; Ancient Attic Greek (Plato) [grc]: dér-m-a {δέρμα}"
skin;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*kʷa;0.98;"Proto-Cahuapanan: *kʷa; Proto-Jabuti: *kə"
sleep;branch_african;Proto-Sapiens Africanus (Праафриканский);*ǁʼom;0.98;"Proto-Kalahari Khoe: *ǁʼom; Proto-Khoekhoe: *ǁʼum; Proto North Khoisan: *cʼā; Proto-!Wi: *ʘu- ~ *ʘi-"
sleep;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ʔasʷɨn- ~ ʔasːʷɨn-;0.98;"Proto-Lezgian: *ʔasʷɨn- ~ *ʔasːʷɨn-; Proto-Nakh: *toħ-; Proto-Yeniseian: *=qɔt; Proto-Taa: *ʘVn"
sleep;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*wɪ...;0.98;"Proto-Cahuapanan: *wɪ...; Proto-Jabuti: *nũtɐ"
small;branch_african;Proto-Sapiens Africanus (Праафриканский);*ǀxʼare;0.98;"Proto-Kalahari Khoe: *ǀxʼare; Proto-Khoekhoe: *ǀa; Proto North Khoisan: *cʼe ~ *cʼe-mà; Proto-!Wi: *ǂʼeni"
small;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*kʼɨʔʷV;0.98;"Proto-Lezgian: *kʼɨʔʷV; Proto-Nakh: *ǯʕom-in; Proto-Yeniseian: *pəɲ- #; Proto-Taa: *ko-kaˤ"
small;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*yami;0.98;"Proto-Cahuapanan: *yami; Proto-Jabuti: *nbɘy"
smoke;branch_african;Proto-Sapiens Africanus (Праафриканский);*cʼani;0.98;"Proto-Kalahari Khoe: *cʼani; Proto-Khoekhoe: *ǀxʼan-; Proto North Khoisan: *šórè ~ *šórà; Proto-!Wi: *ǁoˤ"
smoke;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*kːunː;0.98;"Proto-Lezgian: *kːunː; Proto-Nakh: *kʼur; Proto-Yeniseian: *duʔ; Ancient Attic Greek (Plato) [grc]: kap-n-ó-s {καπνός}"
smoke;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*tasu;0.88;Are'are (Ma'asupa): tasu
snake;branch_african;Proto-Sapiens Africanus (Праафриканский);*ǀxʼao;0.98;"Proto-Kalahari Khoe: *ǀxʼao; Proto-Khoekhoe: *ǀxʼao-; Proto North Khoisan: *ǂʼgà ~ *ǂʼwà; Proto-!Wi: *ǀxʼa-"
snake;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ƛːar;0.98;"Proto-Lezgian: *ƛːar; Proto-Nakh: *laħi; Proto-Taa: *ǁui #; Ancient Attic Greek (Plato) [grc]: ópʰ-i-s {ὄφις}"
snake;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*yaʔwan;0.93;"Proto-Cahuapanan: *yaʔwan; Proto-Jabuti: *mɾɐy"
stand;branch_african;Proto-Sapiens Africanus (Праафриканский);*tɛ;0.98;"Proto-Kalahari Khoe: *tɛ; Proto-Khoekhoe: *mã; Proto North Khoisan: *ʔṹ"
stand;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*steh₂-;0.98;"Праиндоевропейский / Proto-Indo-European: *steh₂-; Proto-Lezgian: *ʔecːʷär-; Proto-Nakh: *l=aːtt-; Proto-Yeniseian: *=dɨŋ ~ *=dɨk"
stand;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*wani-;0.98;Proto-Cahuapanan: *wani-
star;branch_african;Proto-Sapiens Africanus (Праафриканский);*kawkab-;0.98;"Прасемитский / Proto-Semitic: *kawkab-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: sbꜣ; Proto-Kalahari Khoe: *ǀxani; Proto-Khoekhoe: *ǀami-ro-"
star;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*s-tʰeːŋ;0.98;"Прасино-тибетский / Proto-Sino-Tibetan: *s-tʰeːŋ; Праиндоевропейский / Proto-Indo-European: *h₂stḗr; Прауральский / Proto-Uralic: *tähti; Proto-Lezgian: *ːˤanːa ~ *ːˤanː"
star;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*tanyu-ɾa;0.98;Proto-Cahuapanan: *ta(n)yu-ɾa
stone;branch_african;Proto-Sapiens Africanus (Праафриканский);*ʔabn-;0.98;"Прасемитский / Proto-Semitic: *ʔabn-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: jnr; Proto-Kalahari Khoe: *oaˤ; Proto-Khoekhoe: *ǀʼui-"
stone;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ḳaʔwV;0.98;"Борейский праязык / Proto-Borean: *ḳaʔwV; Прасино-тибетский / Proto-Sino-Tibetan: *r-luŋ; Праиндоевропейский / Proto-Indo-European: *h₂éḱmō; Прауральский / Proto-Uralic: *kiwi"
stone;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*laʔpɪ;0.98;"Proto-Cahuapanan: *laʔpɪ; Proto-Jabuti: *kɾa"
sun;branch_african;Proto-Sapiens Africanus (Праафриканский);*š-m-š;0.98;"Праафразийский праязык / Proto-Afroasiatic: *š-m-š; Прасемитский / Proto-Semitic: *šamš-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: rꜥ; Proto-Kalahari Khoe: *ǀam"
sun;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ḳUnV;0.98;"Борейский праязык / Proto-Borean: *ḳUnV; Ностратический праязык / Proto-Nostratic: *ḳUnV; Сино-кавказский праязык / Proto-Sino-Caucasian: *bVrV; Прасино-тибетский / Proto-Sino-Tibetan: *nəy"
sun;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*təc̢a ~ tɐc̢ɐ;0.98;Proto-Jabuti: *təc̢a ~ *tɐc̢ɐ
swim;branch_african;Proto-Sapiens Africanus (Праафриканский);*bara;0.98;"Proto-Kalahari Khoe: *bara; Proto-Khoekhoe: *tʰã; Proto North Khoisan: *dȍ ~ *dȕ; Proto-!Wi: *ŋ"
swim;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ɬːänː ʔaʔar-;0.98;"Proto-Lezgian: *ɬːänː ʔaʔa(r)-; Proto-Nakh: *naːki; Proto-Yeniseian: *suːy; Proto-Taa: *ŋ"
swim;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*ɪyun-;0.98;"Proto-Cahuapanan: *(ɪ)yun-; Proto-Jabuti: *ʔi- #"
tail;branch_african;Proto-Sapiens Africanus (Праафриканский);*cao;0.98;"Proto-Kalahari Khoe: *cao; Proto-Khoekhoe: *sao-; Proto North Khoisan: *xōē; Proto-!Wi: *ǀa- #"
tail;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*porkos;0.98;"Праиндоевропейский / Proto-Indo-European: *porkos; Proto-Lezgian: *ħɨrčːʷ ~ *ʡɨrčːʷ; Proto-Nakh: *muɣ; Proto-Yeniseian: *puɢ-aʒ"
tail;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*kʷa;0.98;"Proto-Cahuapanan: *kʷa; Proto-Jabuti: *ʔo"
that;branch_african;Proto-Sapiens Africanus (Праафриканский);*a-;0.98;"Proto-Kalahari Khoe: *a- #; Proto-Khoekhoe: a-; Proto North Khoisan: *toʔà ~ *ndoʔà"
that;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*tV;0.98;"Proto-Lezgian: *tV; Proto-Nakh: *ʔo #; Proto-Yeniseian: *ʔu; Proto-Taa: *tV- #"
that;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*...na;0.98;"Proto-Cahuapanan: *...na; Proto-Jabuti: *nbu-"
thin;branch_african;Proto-Sapiens Africanus (Праафриканский);*ti;0.98;"Proto-Kalahari Khoe: *ti; Proto-Khoekhoe: *ti-; Proto North Khoisan: *ǯm; Proto-!Wi: *ŋ"
thin;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ƛʼɨlä;0.98;"Proto-Lezgian: *ƛʼɨlä; hˤɨ(m)ƛʼːä; Proto-Nakh: *=utʼqʼ-in; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *ŋ"
thin;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*sɪmɨ-;0.93;"Proto-Cahuapanan: *sɪmɨ- #; Proto-Jabuti: *kəbi-tə"
this;branch_african;Proto-Sapiens Africanus (Праафриканский);*e;0.98;"Proto-Kalahari Khoe: *e; Proto-Khoekhoe: *ne #; Proto North Khoisan: *ŋ; Proto-!Wi: *a"
this;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*mV;0.98;"Proto-Lezgian: *mV; Proto-Nakh: *ʔi #; Proto-Yeniseian: *ʔi; Proto-Taa: *tV-"
this;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*...suʔ;0.98;"Proto-Cahuapanan: *...suʔ; Proto-Jabuti: *ʔi- #"
thou;branch_african;Proto-Sapiens Africanus (Праафриканский);*k-t / ʔ-n-t;0.98;"Праафразийский праязык / Proto-Afroasiatic: *k-t / *ʔ-n-t; Прасемитский / Proto-Semitic: *ʔanta; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: ntk / ntt; Proto-Kalahari Khoe: *ca / *sa"
thou;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*tV;0.98;"Борейский праязык / Proto-Borean: *tV; Ностратический праязык / Proto-Nostratic: *tV; Сино-кавказский праязык / Proto-Sino-Caucasian: *u / *kʷV; Прасино-тибетский / Proto-Sino-Tibetan: *naŋ"
thou;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*kɨnma;0.98;"Proto-Cahuapanan: *kɨnma; Proto-Jabuti: *ʔa-"
tongue;branch_african;Proto-Sapiens Africanus (Праафриканский);*l-s-n;0.98;"Праафразийский праязык / Proto-Afroasiatic: *l-s-n; Прасемитский / Proto-Semitic: *lišān-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: ns; Proto-Kalahari Khoe: *dam"
tongue;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*kelwV;0.98;"Ностратический праязык / Proto-Nostratic: *kelwV; Сино-кавказский праязык / Proto-Sino-Caucasian: *mētsV; Прасино-тибетский / Proto-Sino-Tibetan: *m-lay; Праиндоевропейский / Proto-Indo-European: *dn̥ǵʰwéh₂s"
tongue;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*nɪnɨʔ-ɾa;0.98;"Proto-Cahuapanan: *nɪnɨ(ʔ)-ɾa; Proto-Jabuti: *nũtə"
tooth;branch_african;Proto-Sapiens Africanus (Праафриканский);*š-n-n;0.98;"Праафразийский праязык / Proto-Afroasiatic: *š-n-n; Прасемитский / Proto-Semitic: *šinn-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: jbḥ; Proto-Kalahari Khoe: *ǁũˤ"
tooth;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*taŋV;0.98;"Ностратический праязык / Proto-Nostratic: *t[a]ŋV; Сино-кавказский праязык / Proto-Sino-Caucasian: *cw[i]lV; Прасино-тибетский / Proto-Sino-Tibetan: *p-wa / *s-wa; Праиндоевропейский / Proto-Indo-European: *h₃dónts"
tooth;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*la-tɨʔ;0.98;"Proto-Cahuapanan: *la-tɨʔ; Proto-Jabuti: *ᶚɔ"
tree;branch_african;Proto-Sapiens Africanus (Праафриканский);*ʕiṣ́-;0.98;"Прасемитский / Proto-Semitic: *ʕiṣ́-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: ḫt; Proto-Kalahari Khoe: *yi; Proto-Khoekhoe: *hai-"
tree;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*tVrV;0.98;"Борейский праязык / Proto-Borean: *tVrV; Ностратический праязык / Proto-Nostratic: *pVrV; Прасино-тибетский / Proto-Sino-Tibetan: *siŋ; Праиндоевропейский / Proto-Indo-European: *dóru"
tree;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*naɾa;0.98;"Proto-Cahuapanan: *naɾa; Proto-Jabuti: *ku"
two;branch_african;Proto-Sapiens Africanus (Праафриканский);*s-n-y;0.98;"Праафразийский праязык / Proto-Afroasiatic: *s-n-y; Прасемитский / Proto-Semitic: *ṯinān-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: snw; Proto-Kalahari Khoe: *ǀam"
two;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*tVpV;0.98;"Борейский праязык / Proto-Borean: *tVpV; Ностратический праязык / Proto-Nostratic: *tVwV; Сино-кавказский праязык / Proto-Sino-Caucasian: *tqʷV / *kVk; Прасино-тибетский / Proto-Sino-Tibetan: *g-nis"
two;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*katuʔ;0.98;"Proto-Cahuapanan: *katuʔ; Proto-Jabuti: *ngɾɛnbo ~ *ngɾenbo #"
walk / go;branch_african;Proto-Sapiens Africanus (Праафриканский);*!ũ;0.98;"Proto-Kalahari Khoe: *!ũ; Proto-Khoekhoe: *!ũ; Proto North Khoisan: *ú; Proto-!Wi: *ǁʼa-"
walk / go;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ʔiqːʷˤä-;0.98;"Proto-Lezgian: *ʔiqːʷˤä-; *ʔiɬʷe; Proto-Nakh: *=ax-; Proto-Yeniseian: *hey-; *=ʒe- ~ *=ʒen #; Proto-Taa: *sa"
walk / go;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*paʔ- / pak-;0.98;Proto-Cahuapanan: *paʔ- / *pak-
warm / hot;branch_african;Proto-Sapiens Africanus (Праафриканский);*kʰúí;0.98;Proto North Khoisan: *kʰúí
warm / hot;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*ʔiƛːVr-;0.98;"Proto-Lezgian: *ʔiƛːVr-; Proto-Nakh: *=ʕaːbx-in; Proto-Yeniseian: *xus-; Ancient Attic Greek (Plato) [grc]: tʰer-m-ó- {θερμός}"
warm / hot;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*čə;0.98;Proto-Jabuti: *čə
water;branch_african;Proto-Sapiens Africanus (Праафриканский);*m-y / b-r;0.98;"Праафразийский праязык / Proto-Afroasiatic: *m-y / *b-r; Прасемитский / Proto-Semitic: *māy-; Old Egyptian / Древнеегипетский (Раннее и Древнее царство) [egyp1253]: mw; Proto-Kalahari Khoe: *cʰa"
water;branch_eurasian;Proto-Sapiens Eurasiaticus (Праевразийский / Борейский);*wAtV;0.98;"Борейский праязык / Proto-Borean: *wAtV; Ностратический праязык / Proto-Nostratic: *wetV; Сино-кавказский праязык / Proto-Sino-Caucasian: *[t]sʔ[e]r; Прасино-тибетский / Proto-Sino-Tibetan: *tuy / *l-way"
water;branch_oceanic_amerind;Proto-Sapiens Oceanicus & Americanus (Праокеанический / Праамериндский);*yɨʔ;0.98;"Proto-Cahuapanan: *yɨʔ; Proto-Jabuti: *nbi"
